Hour,Primary Volume (Gallons Storage Temp),Primary Generation (Gallons Storage Temp),HW Demand (Gallons Storage Temp),HW Demand (Gallons Supply Temp),Recirculation Loss to Primary System (Gallons Supply Temp),Theoretical HW Generation (Gallons Supply Temp),Primary Run Time (Min),Input Capacity (kW),Output Capacity (kW),Primary COP,ON Setpoint Tank Volume (%),ON Setpoint Temperature (F),Actual Temperature at ON Setpoint (F),OFF Setpoint Tank Volume (%),OFF Setpoint Temperature (F),Actual Temperature at OFF Setpoint (F),Temperature at 100% Tank Volume (F),Temperature at 75% Tank Volume (F),Temperature at 50% Tank Volume (F),Temperature at 25% Tank Volume (F),Temperature at 0% Tank Volume (F),OAT (F),C02 Emissions (kG)
997.0,1816.969,492.23,521.1626084269726,757.074,104.40141078663973,813.65,60.0,46.126402500000005,115.92014499999999,2.5130974608305943,0.4,122,123.58381176887444,0.4,160,123.58381176887444,160,160,151.58381176887445,81.58381176887444,63.806,66.2,13.467025035825863
998.0,1905.925,491.924,402.9681806693877,561.7,104.40141078663973,813.144,60.0,44.9024025,115.848145,2.579998809640531,0.4,122,131.88634310601796,0.4,160,131.88634310601796,160,160,159.886343106018,89.88634310601797,63.806,69.8,13.807016350573297
999.0,1980.106,491.924,417.7424792654124,586.122,104.40141078663973,813.144,60.0,44.9024025,115.848145,2.579998809640531,0.4,122,138.80993990753257,0.4,160,138.80993990753257,160,160,160,96.80993990753255,63.806,69.8,13.98720829983132
1000.0,2142.934,491.924,329.09665983970183,439.592,104.40141078663973,813.144,60.0,44.9024025,115.848145,2.579998809640531,0.4,122,154.00714652211343,0.4,160,154.00714652211343,160,160,160,112.00714652211342,63.806,69.8,15.373406262859305
1001.0,2207.143,363.757,299.5480515078275,390.748,104.40141078663973,813.119,44.36887733558025,44.841202499999994,115.844545,2.583439750528546,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,69.98,14.40414114121325
1002.0,1892.821,0,314.32235567376466,415.17,104.40141078663973,813.144,0.0,44.9024025,115.848145,2.579998809640531,0.4,122,130.663246803782,0.4,160,130.663246803782,160,160,158.663246803782,88.66324680378199,63.806,69.8,0.0
1003.0,1908.424,359.475,343.87096400563905,464.013,104.40141078663973,813.902,43.80430256957015,46.7384025,115.95614499999999,2.480960811615245,0.4,122,132.11957804897483,0.4,160,132.11957804897483,160,160,160,90.11957804897483,63.806,64.4,14.587837536765765
1004.0,2116.186,492.535,284.77374734189027,366.326,104.40141078663973,814.155,60.0,47.350402499999994,115.992145,2.4496548894172547,0.4,122,151.5106598578614,0.4,160,151.5106598578614,160,160,160,109.51065985786143,63.806,62.6,19.78617599206298
1005.0,2207.143,346.182,255.22514457992847,317.483,104.40141078663973,814.294,42.16427099170467,49.44778125,116.0119625,2.3461510216901793,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,59.0,13.979423965608099
1006.0,1981.466,0,225.6765362480541,268.639,104.40141078663973,814.294,0.0,49.44778125,116.0119625,2.3461510216901793,0.4,122,138.93685661684827,0.4,160,138.93685661684827,160,160,160,96.9368566168483,63.806,59.0,0.0
1007.0,1800.113,0,181.35362375024258,195.374,104.40141078663973,813.144,0.0,50.667249999999996,115.84805625,2.28644847016564,0.4,122,122.01051840015899,0.4,160,122.01051840015899,160,160,150.01051840015901,80.010518400159,63.806,57.02,0.0
1008.0,2036.67,491.783,255.22514457992847,317.483,104.40141078663973,813.27,59.97350641652189,50.55205,115.86605625,2.2920149875227613,0.4,122,144.08922193276982,0.4,160,144.08922193276982,160,160,160,102.08922193276985,63.806,57.2,18.827887045944717
1009.0,2207.143,351.826,181.35362375024258,195.374,104.40141078663973,812.007,42.972404269258256,51.70405000000001,115.68605625000001,2.237466044729571,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,55.4,12.381719734642882
1010.0,2099.661,0,107.48210849046919,73.265,104.40141078663973,813.27,0.0,50.55205,115.86605625,2.2920149875227613,0.4,122,149.9683365408896,0.4,160,149.9683365408896,160,160,160,107.96833654088958,63.806,57.2,0.0
1011.0,2021.727,0,77.93350015859485,24.422,104.40141078663973,812.007,0.0,51.70405000000001,115.68605625000001,2.237466044729571,0.4,122,142.69454319275405,0.4,160,142.69454319275405,160,160,160,100.69454319275407,63.806,55.4,0.0
1012.0,1943.794,0,77.93350015859485,24.422,104.40141078663973,810.743,0.0,52.85605,115.50605625,2.1852948952863485,0.4,122,135.42074984461854,0.4,160,135.42074984461854,160,160,160,93.42074984461854,63.806,53.6,0.0
1013.0,1880.635,0,63.15919599265768,0.0,104.40141078663973,808.216,0.0,55.16005,115.14605624999999,2.087490063007557,0.4,122,129.5258915519705,0.4,160,129.5258915519705,160,160,157.52589155197046,87.52589155197049,63.806,50.0,0.0
1014.0,1802.701,0,77.93350015859485,24.422,104.40141078663973,808.216,0.0,55.16005,115.14605624999999,2.087490063007557,0.4,122,122.25209820383498,0.4,160,122.25209820383498,160,160,150.25209820383498,80.25209820383498,63.806,50.0,0.0
1015.0,2184.69,474.697,92.70780432453202,48.844,104.40141078663973,808.216,58.251893330690464,55.16005,115.14605624999999,2.087490063007557,0.4,122,157.9044427021136,0.4,160,157.9044427021136,160,160,160,115.90444270211361,63.806,50.0,18.250819011190714
1016.0,2207.143,144.709,122.25641265640635,97.687,104.40141078663973,808.216,17.757766688219462,55.16005,115.14605624999999,2.087490063007557,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,50.0,6.595065332897323
1017.0,1907.595,0,299.5480515078275,390.748,104.40141078663973,809.48,0.0,54.00805,115.32605625000001,2.135349383101223,0.4,122,132.04218185926945,0.4,160,132.04218185926945,160,160,160,90.04218185926946,63.806,51.8,0.0
1018.0,1892.278,343.328,358.64526817157616,488.435,104.40141078663973,810.743,41.99979503141421,52.85605,115.50605625,2.1852948952863485,0.4,122,130.61258997847233,0.4,160,130.61258997847233,160,160,158.61258997847233,88.61258997847234,63.806,53.6,11.362848611128594
1019.0,1980.774,491.465,402.9681806693877,561.7,104.40141078663973,812.386,60.0,51.35845000000001,115.74005624999998,2.253573778998392,0.4,122,138.87228362136557,0.4,160,138.87228362136557,160,160,160,96.87228362136554,63.806,55.94,13.741106653831702
1020.0,2085.2,492.619,388.1938765034505,537.279,104.40141078663973,814.294,60.0,49.44778125,116.0119625,2.3461510216901793,0.4,122,148.61867410626195,0.4,160,148.61867410626195,160,160,160,106.61867410626198,63.806,59.0,13.00791975376031
1021.0,2086.121,492.535,491.61400009509833,708.231,104.40141078663973,814.155,60.0,47.350402499999994,115.992145,2.4496548894172547,0.4,122,148.70466565818248,0.4,160,148.70466565818248,160,160,160,106.70466565818249,63.806,62.6,12.337448425234093
1022.0,2207.143,420.569,299.5480515078275,390.748,104.40141078663973,814.105,51.236396579946714,47.2280025,115.98494499999998,2.4558511658417053,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,62.96,10.431777118764543
1023.0,1892.821,0,314.32235567376466,415.17,104.40141078663973,814.155,0.0,47.350402499999994,115.992145,2.4496548894172547,0.4,122,130.663246803782,0.4,160,130.663246803782,160,160,158.663246803782,88.66324680378199,63.806,62.6,0.0
1024.0,1847.138,386.835,432.5167834313496,610.544,104.40141078663973,814.155,47.12366710035538,47.350402499999994,115.992145,2.4496548894172547,0.4,122,126.39956905495588,0.4,160,126.39956905495588,160,160,154.39956905495586,84.39956905495588,63.806,62.6,10.062334206649115
1025.0,2113.966,492.505,225.6765362480541,268.639,104.40141078663973,814.105,60.0,47.2280025,115.98494499999998,2.4558511658417053,0.4,122,151.30353706454167,0.4,160,151.30353706454167,160,160,160,109.30353706454167,63.806,62.96,18.88261405181345
1026.0,2203.618,492.619,402.9681806693877,561.7,104.40141078663973,814.294,60.0,48.20005,116.0119625,2.4068846920283278,0.4,122,159.67099249395062,0.4,160,159.67099249395062,160,160,160,117.67099249395064,63.806,60.8,22.38548757363605
1027.0,2207.143,347.396,343.87096400563905,464.013,104.40141078663973,813.27,42.36537731795129,50.55205,115.86605625,2.2920149875227613,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,57.2,15.32588257867626
1028.0,1863.272,0,343.87096400563905,464.013,104.40141078663973,812.007,0.0,51.70405000000001,115.68605625000001,2.237466044729571,0.4,122,127.90537669280704,0.4,160,127.90537669280704,160,160,155.90537669280707,85.90537669280705,63.806,55.4,0.0
1029.0,1849.476,418.721,432.5167834313496,610.544,104.40141078663973,810.743,51.222736934934105,52.85605,115.50605625,2.1852948952863485,0.4,122,126.6178025192323,0.4,160,126.6178025192323,160,160,154.61780251923233,84.61780251923231,63.806,53.6,19.25239639858562
1030.0,1951.754,490.471,388.1938765034505,537.279,104.40141078663973,810.743,60.0,52.85605,115.50605625,2.1852948952863485,0.4,122,136.1636924223676,0.4,160,136.1636924223676,160,160,160,94.16369242236762,63.806,53.6,21.80374617635175
1031.0,2127.673,490.242,314.32235567376466,415.17,104.40141078663973,810.364,60.0,53.201649999999994,115.45205624999998,2.1700841280298637,0.4,122,152.58285634249899,0.4,160,152.58285634249899,160,160,160,110.58285634249901,63.806,53.06,20.45438171574275
1032.0,2207.143,305.146,225.6765362480541,268.639,104.40141078663973,809.48,37.3871688334802,54.00805,115.32605625000001,2.135349383101223,0.4,122,160.0,0.4,160,160.0,160,160,160,118.00000000000001,63.806,51.8,12.942894064399768
